2011-07-06	0.19	0.08	0.0828222222222
2011-07-07	0.19	0.08	0.0828222222222
2011-07-08	0.19	0.077	0.0828222222222
2011-07-09	0.19	0.081	0.0828222222222
2011-07-10	0.19	0.078	0.0828222222222
2011-07-11	0.19	0.08	0.0828222222222
2011-07-12	0.19	0.082	0.0828222222222
2011-07-13	0.19	0.078	0.0828222222222
2011-07-14	0.19	0.078	0.0828222222222
2011-07-15	0.19	0.077	0.0828222222222
2011-07-16	0.19	0.078	0.0828222222222
2011-07-17	0.19	0.08	0.0828222222222
2011-07-18	0.19	0.084	0.0828222222222
2011-07-19	0.19	0.084	0.0828222222222
2011-07-20	0.19	0.077	0.0828222222222
2011-07-21	0.19	0.078	0.0828222222222
2011-07-22	0.19	0.078	0.0828222222222
2011-07-23	0.19	0.076	0.0828222222222
2011-07-24	0.19	0.08	0.0828222222222
2011-07-25	0.19	0.081	0.0828222222222
2011-07-26	0.19	0.077	0.0828222222222
2011-07-27	0.19	0.084	0.0828222222222
2011-07-28	0.19	0.079	0.0828222222222
2011-07-29	0.19	0.076	0.0828222222222
2011-07-30	0.19	0.081	0.0828222222222
2011-07-31	0.19	0.077	0.0828222222222
2011-08-01	0.19	0.084	0.0828222222222
2011-08-02	0.19	0.084	0.0828222222222
2011-08-03	0.19	0.08	0.0828222222222
2011-08-04	0.19	0.08	0.0828222222222
2011-08-05	0.19	0.082	0.0828222222222
2011-08-06	0.19	0.078	0.0828222222222
2011-08-07	0.19	0.08	0.0828222222222
2011-08-08	0.19	0.079	0.0828222222222
2011-08-09	0.19	0.076	0.0828222222222
2011-08-10	0.19	0.078	0.0828222222222
2011-08-11	0.19	0.079	0.0828222222222
2011-08-12	0.19	0.081	0.0828222222222
2011-08-13	0.19	0.082	0.0828222222222
2011-08-14	0.19	0.076	0.0828222222222
2011-08-15	0.19	0.079	0.0828222222222
2011-08-16	0.19	0.077	0.0828222222222
2011-08-17	0.19	0.084	0.0828222222222
2011-08-18	0.19	0.082	0.0828222222222
2011-08-19	0.19	0.08	0.0828222222222
2011-08-20	0.19	0.082	0.0828222222222
2011-08-21	0.19	0.083	0.0828222222222
2011-08-22	0.19	0.081	0.0828222222222
2011-08-23	0.19	0.083	0.0828222222222
2011-08-24	0.19	0.251	0.0828222222222
2011-08-25	0.19	0.077	0.0828222222222
2011-08-26	0.19	0.077	0.0828222222222
2011-08-27	0.19	0.078	0.0828222222222
2011-08-28	0.19	0.083	0.0828222222222
2011-08-29	0.19	0.19	0.0828222222222
2011-08-30	0.19	0.08	0.0828222222222
2011-08-31	0.19	0.078	0.0828222222222
2011-09-01	0.19	0.08	0.0828222222222
2011-09-02	0.19	0.084	0.0828222222222
2011-09-03	0.19	0.078	0.0828222222222
2011-09-04	0.19	0.077	0.0828222222222
2011-09-05	0.19	0.081	0.0828222222222
2011-09-06	0.19	0.08	0.0828222222222
2011-09-07	0.19	0.079	0.0828222222222
2011-09-08	0.19	0.081	0.0828222222222
2011-09-09	0.19	0.077	0.0828222222222
2011-09-10	0.19	0.078	0.0828222222222
2011-09-11	0.19	0.076	0.0828222222222
2011-09-12	0.19	0.077	0.0828222222222
2011-09-13	0.19	0.081	0.0828222222222
2011-09-14	0.19	0.079	0.0828222222222
2011-09-15	0.19	0.078	0.0828222222222
2011-09-16	0.19	0.083	0.0828222222222
2011-09-17	0.19	0.082	0.0828222222222
2011-09-18	0.19	0.077	0.0828222222222
2011-09-19	0.19	0.077	0.0828222222222
2011-09-20	0.19	0.08	0.0828222222222
2011-09-21	0.19	0.078	0.0828222222222
2011-09-22	0.19	0.082	0.0828222222222
2011-09-23	0.19	0.079	0.0828222222222
2011-09-24	0.19	0.08	0.0828222222222
2011-09-25	0.19	0.079	0.0828222222222
2011-09-26	0.19	0.084	0.0828222222222
2011-09-27	0.19	0.077	0.0828222222222
2011-09-28	0.19	0.079	0.0828222222222
2011-09-29	0.19	0.082	0.0828222222222
2011-09-30	0.19	0.084	0.0828222222222
2011-10-01	0.19	0.08	0.0828222222222
2011-10-02	0.19	0.08	0.0828222222222
2011-10-03	0.19	0.08	0.0828222222222
